steps,x,y,roll,distance_to_obj,laser
104,1.4441580772399902,1.014002799987793,-0.05948550999164581,8.005317702733624,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9545727968215942, 0.8658058643341064]"
105,1.448423981666565,1.0142574310302734,-0.059950027614831924,8.004768608889064,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9529978632926941, 0.865795373916626]"
106,1.45268976688385,1.0145149230957031,-0.060418643057346344,8.004218912844332,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9514421224594116, 0.8658088445663452]"
107,1.4569554328918457,1.0147743225097656,-0.06089124456048012,8.003669566037509,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9499049186706543, 0.8658453226089478]"
108,1.4612209796905518,1.015035629272461,-0.06136773154139519,8.003120568535367,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9483862519264221, 0.8659048080444336]"
109,1.4654864072799683,1.015298843383789,-0.0618479922413826,8.00257192040601,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9468861818313599, 0.8694166541099548]"
110,1.4697517156600952,1.01556396484375,-0.06232304871082306,8.002023621718887,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9454048871994019, 0.8692764043807983]"
111,1.4740169048309326,1.0158309936523438,-0.06280229985713959,8.001475672544794,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9439424276351929, 0.8691589832305908]"
112,1.4782819747924805,1.0160999298095703,-0.06328563392162323,8.00092807295586,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9633150100708008, 0.8690645694732666]"
113,1.4825468063354492,1.0163707733154297,-0.06371911615133286,8.000380830735853,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9616996049880981, 0.8689930438995361]"
114,1.486811637878418,1.0166435241699219,-0.06415695697069168,7.999833930475999,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9601022005081177, 0.8689444065093994]"
115,1.4910762310028076,1.0169181823730469,-0.06459905952215195,7.999287387609996,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9585230350494385, 0.868918776512146]"
116,1.4953407049179077,1.0171947479248047,-0.0650453120470047,7.99874119450505,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9569621086120605, 0.8689159750938416]"
117,1.4996050596237183,1.0174732208251953,-0.06549560278654099,7.998195351239994,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9554195404052734, 0.8689361810684204]"
118,1.5038692951202393,1.0177536010742188,-0.06594983488321304,7.997649857895011,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9538954496383667, 0.8689793348312378]"
119,1.5081334114074707,1.018035888671875,-0.06640789657831192,7.997104714551625,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9523898363113403, 0.8690453171730042]"
120,1.5123974084854126,1.018320083618164,-0.06686968356370926,7.996559921292711,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9509028792381287, 0.8727282881736755]"
121,1.516661286354065,1.018606185913086,-0.06732578575611115,7.996015478202488,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9494345188140869, 0.8725954294204712]"
122,1.5209250450134277,1.0188941955566406,-0.06778603047132492,7.995471385366523,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9479849934577942, 0.8724852800369263]"
123,1.525188684463501,1.0191850662231445,-0.06825030595064163,7.994926690880734,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9674440622329712, 0.8723990321159363]"
124,1.5294522047042847,1.0194778442382812,-0.06866448372602463,7.994382346764591,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9658430814743042, 0.8723356127738953]"
125,1.5337156057357788,1.0197715759277344,-0.06908296793699265,7.993839305159021,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9642593264579773, 0.8722940683364868]"
126,1.5379788875579834,1.0200672149658203,-0.06950565427541733,7.993296614163991,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9626936316490173, 0.8722753524780273]"
127,1.5422420501708984,1.020364761352539,-0.06993243843317032,7.9927542738718085,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9611461758613586, 0.8722794651985168]"
128,1.546505093574524,1.0206642150878906,-0.07036321610212326,7.992212284376135,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9596171379089355, 0.8723064064979553]"
129,1.5507678985595703,1.020965576171875,-0.0707978755235672,7.9916706524730365,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9581064581871033, 0.8723562955856323]"
130,1.5550305843353271,1.0212688446044922,-0.07123631238937378,7.991129371431543,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9566143155097961, 0.8764298558235168]"
131,1.5592931509017944,1.0215740203857422,-0.07166807353496552,7.990588441349348,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9551407098770142, 0.87628173828125]"
132,1.5635555982589722,1.021881103515625,-0.07210402935743332,7.990047862325491,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9536858201026917, 0.8761563301086426]"
133,1.5678179264068604,1.0221900939941406,-0.07254406809806824,7.989507634460367,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9522496461868286, 0.8760536909103394]"
134,1.572080135345459,1.022500991821289,-0.07298808544874191,7.988967757855722,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9508323073387146, 0.8759738206863403]"
135,1.576342225074768,1.0228137969970703,-0.07343597710132599,7.9884282326146545,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9702012538909912, 0.8759166598320007]"
136,1.5806041955947876,1.0231285095214844,-0.07383392751216888,7.987889058841618,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9686314463615417, 0.8758823275566101]"
137,1.5848660469055176,1.0234441757202148,-0.07423602789640427,7.9873511890277875,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9670789241790771, 0.8758697509765625]"
138,1.5891276597976685,1.0237617492675781,-0.07464217394590378,7.986813677079887,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.965544581413269, 0.8758799433708191]"
